timestamp,pose 00,pose 01,pose 02,pose 03,pose 10,pose 11,pose 12,pose 13,pose 20,pose 21,pose 22,pose 23,pose 30,pose 31,pose 32,pose 33
8164916990042,-0.20813847,-0.92819387,0.3084391,0.0,-0.97127694,0.23332196,0.046712965,0.0,-0.115324326,-0.289857,-0.9500966,0.0,-0.045302182,0.03632144,-0.056063406,1.0
8164918990082,-0.21113229,-0.9248902,0.3162307,0.0,-0.97236866,0.23170781,0.02848038,0.0,-0.09961441,-0.30147964,-0.9482553,0.0,-0.043768965,0.03292636,-0.049640507,1.0
8164920990122,-0.21394372,-0.9267219,0.30889225,0.0,-0.9711818,0.23579204,0.03475353,0.0,-0.105041154,-0.29255527,-0.9504616,0.0,-0.044198647,0.034203086,-0.046284124,1.0
8164922990164,-0.1998918,-0.9248471,0.3235747,0.0,-0.9738313,0.22397429,0.038571224,0.0,-0.10814485,-0.3073972,-0.94541574,0.0,-0.049112312,0.03262188,-0.054709677,1.0
8164924990204,-0.15875626,-0.930284,0.3307075,0.0,-0.97986174,0.18954283,0.062801376,0.0,-0.12110628,-0.31407762,-0.94164085,0.0,-0.055915672,0.030276986,-0.050765112,1.0
8164926990245,-0.1498164,-0.93524796,0.32072726,0.0,-0.98102087,0.18099958,0.06954898,0.0,-0.12309703,-0.30422056,-0.9446144,0.0,-0.058517255,0.0315866,-0.047434147,1.0
8164928990286,-0.14588594,-0.9337498,0.32684684,0.0,-0.9813906,0.17829031,0.07131087,0.0,-0.12486017,-0.31036112,-0.9423833,0.0,-0.05964164,0.030739576,-0.049960352,1.0
8164930990327,-0.15332985,-0.9331852,0.32504663,0.0,-0.98083365,0.18374306,0.06483763,0.0,-0.12023058,-0.3088751,-0.94347274,0.0,-0.057067405,0.030307926,-0.048149765,1.0
8164932990366,-0.15458477,-0.9336512,0.32310778,0.0,-0.9807384,0.18453604,0.06401821,0.0,-0.11939568,-0.306988,-0.9441941,0.0,-0.05658461,0.03067899,-0.04776272,1.0
8164934990408,-0.14978337,-0.93320376,0.3266425,0.0,-0.9812531,0.18082792,0.06665858,0.0,-0.12127209,-0.31053466,-0.9427941,0.0,-0.058005758,0.030201918,-0.04890982,1.0
